Marine Recreational Information Program Query Results

Your Query Parameters:

·Query: MRIP CATCH TIME SERIES

·Year: 1981 - 2018

·Wave: BY WAVE

·Geographic Area: NORTH ATLANTIC BY STATE

·Species: SUMMER FLOUNDER                                                                                                                                                                                         

·Fishing Mode: ALL MODES BY MODE

·Fishing Area: ALL AREAS BY AREA

·Type of Catch: TOTAL CATCH (TYPE A + B1 + B2)

Information:

·NUMBERS OF FISH

PSE (proportional standard error) is automatically included in all outputs. It expresses the standard error of an estimate as a percentage of the estimate and is a

measure of precision.

The following cases have been excluded from results below due to insufficient sample sizes:

CT-2013-CHARTER                           ,RI-2013-CHARTER                           ,CT-2014-CHARTER                           ,CT-2015-CHARTER                           ,

Estimates replaced by a * indicates all estimates excluded.

Estimates including these cases are available by running this query at the annual level.

"Estimate Status","Year","Wave","State","Common Name","Fishing Mode","Fishing Area","Total Catch (A+B1+B2)","PSE"
"FINAL",2000,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",200822,31.2
"FINAL",2000,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",142446,37.3
"FINAL",2000,"SEPTEMBER/OCTOBER","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",100912,79.1
"FINAL",2000,"SEPTEMBER/OCTOBER","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",59967,71.2
"FINAL",2000,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (<= 3 MI)",4,106.9
"FINAL",2000,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (> 3 MI)",566,98.6
"FINAL",2000,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","PARTY/CHARTER BOAT","INLAND",269,102.8
"FINAL",2000,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",21256,55
"FINAL",2000,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",48018,57.5
"FINAL",2000,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",29066,57.9
"FINAL",2000,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","SHORE","INLAND",27934,78
"FINAL",2000,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (<= 3 MI)",1166,94.5
"FINAL",2000,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (> 3 MI)",89,98.1
"FINAL",2000,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",48850,38.9
"FINAL",2000,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",4204,68.1
"FINAL",2000,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",14901,38.9
"FINAL",2001,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","SHORE","INLAND",14702,72.4
"FINAL",2001,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","PARTY/CHARTER BOAT","INLAND",679,56.3
"FINAL",2001,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",232110,26
"FINAL",2001,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","INLAND",11827,98.7
"FINAL",2001,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PARTY/CHARTER BOAT","INLAND",981,96.2
"FINAL",2001,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",5810,73.1
"FINAL",2001,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",18301,78.4
"FINAL",2001,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",212805,58.6
"FINAL",2001,"MAY/JUNE","NEW HAMPSHIRE","SUMMER FLOUNDER","SHORE","INLAND",938,98
"FINAL",2001,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",3780,94.5
"FINAL",2001,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","SHORE","INLAND",10055,63.5
"FINAL",2001,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (<= 3 MI)",10209,79
"FINAL",2001,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (> 3 MI)",813,83.4
"FINAL",2001,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",195121,26.6
"FINAL",2001,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",32563,68.5
"FINAL",2001,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",95790,33.8
"FINAL",2001,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","SHORE","INLAND",31867,76.1
"FINAL",2001,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",565182,22.1
"FINAL",2001,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",9119,89.9
"FINAL",2001,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","INLAND",31432,51
"FINAL",2001,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (> 3 MI)",3407,75.4
"FINAL",2001,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PARTY/CHARTER BOAT","INLAND",479,76.8
"FINAL",2001,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",103637,32.4
"FINAL",2001,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",10749,84.7
"FINAL",2001,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",357295,29.9
"FINAL",2001,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",16979,51
"FINAL",2001,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","SHORE","INLAND",7525,66.7
"FINAL",2001,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (<= 3 MI)",2270,61.6
"FINAL",2001,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (> 3 MI)",1376,57.8
"FINAL",2001,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",334171,21.7
"FINAL",2001,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",135914,34.7
"FINAL",2001,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",137463,39.5
"FINAL",2001,"SEPTEMBER/OCTOBER","CONNECTICUT","SUMMER FLOUNDER","SHORE","INLAND",4438,57.6
"FINAL",2001,"SEPTEMBER/OCTOBER","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",42206,38.7
"FINAL",2001,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",9298,59.9
"FINAL",2001,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","INLAND",5219,99.5
"FINAL",2001,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",18747,65.8
"FINAL",2001,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",16114,61.4
"FINAL",2001,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","SHORE","INLAND",5349,75.2
"FINAL",2001,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (<= 3 MI)",3,102.2
"FINAL",2001,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",4724,53
"FINAL",2001,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",9233,77.3
"FINAL",2001,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",1823,98.5
"FINAL",2002,"MARCH/APRIL","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",2125,79.5
"FINAL",2002,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","SHORE","INLAND",10170,103
"FINAL",2002,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","PARTY/CHARTER BOAT","INLAND",321,97
"FINAL",2002,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",216619,25.2
"FINAL",2002,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","INLAND",3598,99.9
"FINAL",2002,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (> 3 MI)",6181,92.9
"FINAL",2002,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PARTY/CHARTER BOAT","INLAND",635,102.8
"FINAL",2002,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",13448,63.8
"FINAL",2002,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",57972,92.6
"FINAL",2002,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",113654,62.3
"FINAL",2002,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",10653,85.6
"FINAL",2002,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","SHORE","INLAND",11438,64.2
"FINAL",2002,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (<= 3 MI)",9389,72.5
"FINAL",2002,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (> 3 MI)",8511,71.7
"FINAL",2002,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",213465,26.3
"FINAL",2002,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",17254,71.5
"FINAL",2002,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",168487,33.6
"FINAL",2002,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","SHORE","INLAND",24069,58.4
"FINAL",2002,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",641546,19.9
"FINAL",2002,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",15636,75.4
"FINAL",2002,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","INLAND",118635,42.7
"FINAL",2002,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (<= 3 MI)",1851,95.3
"FINAL",2002,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PARTY/CHARTER BOAT","INLAND",3430,73.4
"FINAL",2002,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",160038,38.1
"FINAL",2002,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",45446,38
"FINAL",2002,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",457606,38.2
"FINAL",2002,"JULY/AUGUST","NEW HAMPSHIRE","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",730,95.4
"FINAL",2002,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",62032,37.2
"FINAL",2002,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","SHORE","INLAND",9193,71.2
"FINAL",2002,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (<= 3 MI)",7365,53.6
"FINAL",2002,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (> 3 MI)",12189,46.3
"FINAL",2002,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",821975,18.6
"FINAL",2002,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",186765,36.2
"FINAL",2002,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",119213,28.7
"FINAL",2002,"SEPTEMBER/OCTOBER","CONNECTICUT","SUMMER FLOUNDER","SHORE","INLAND",13002,72.3
"FINAL",2002,"SEPTEMBER/OCTOBER","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",34215,37
"FINAL",2002,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",22577,72.5
"FINAL",2002,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","INLAND",22871,58.5
"FINAL",2002,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (> 3 MI)",235,104.7
"FINAL",2002,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",3337,99.2
"FINAL",2002,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",36849,71.4
"FINAL",2002,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","SHORE","INLAND",41935,84.7
"FINAL",2002,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (<= 3 MI)",18,106.5
"FINAL",2002,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (> 3 MI)",7,100.6
"FINAL",2002,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",75890,39.7
"FINAL",2002,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",9162,77.8
"FINAL",2002,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",16727,60
"FINAL",2002,"NOVEMBER/DECEMBER","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",1909,104.5
"FINAL",2003,"MARCH/APRIL","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",1880,86.4
"FINAL",2003,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","SHORE","INLAND",2554,66.5
"FINAL",2003,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","PARTY/CHARTER BOAT","INLAND",667,73.8
"FINAL",2003,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",211439,26.2
"FINAL",2003,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","INLAND",40950,71.9
"FINAL",2003,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (> 3 MI)",24,102.2
"FINAL",2003,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PARTY/CHARTER BOAT","INLAND",1074,105.1
"FINAL",2003,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",34386,70.9
"FINAL",2003,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",1217,101.1
"FINAL",2003,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",184623,74
"FINAL",2003,"MAY/JUNE","NEW HAMPSHIRE","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",304,95.2
"FINAL",2003,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",24753,52.6
"FINAL",2003,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","SHORE","INLAND",21203,68.3
"FINAL",2003,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (<= 3 MI)",31263,64.2
"FINAL",2003,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (> 3 MI)",11153,67.2
"FINAL",2003,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",186222,28
"FINAL",2003,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",15250,72.4
"FINAL",2003,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",65791,39.2
"FINAL",2003,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","SHORE","INLAND",98377,50.7
"FINAL",2003,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","PARTY/CHARTER BOAT","INLAND",5893,92.6
"FINAL",2003,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",561889,24.1
"FINAL",2003,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",3633,102.5
"FINAL",2003,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","INLAND",7046,73.2
"FINAL",2003,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (<= 3 MI)",379,95
"FINAL",2003,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PARTY/CHARTER BOAT","INLAND",636,102
"FINAL",2003,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",82019,48.6
"FINAL",2003,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",32388,52
"FINAL",2003,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",356354,38.5
"FINAL",2003,"JULY/AUGUST","NEW HAMPSHIRE","SUMMER FLOUNDER","SHORE","INLAND",726,87.9
"FINAL",2003,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",211202,85.4
"FINAL",2003,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","SHORE","INLAND",23695,49.5
"FINAL",2003,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (<= 3 MI)",8910,46.3
"FINAL",2003,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (> 3 MI)",4730,57.1
"FINAL",2003,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",299224,20.6
"FINAL",2003,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",32879,50.7
"FINAL",2003,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",105522,23.6
"FINAL",2003,"SEPTEMBER/OCTOBER","CONNECTICUT","SUMMER FLOUNDER","SHORE","INLAND",100869,60.5
"FINAL",2003,"SEPTEMBER/OCTOBER","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",259020,39.3
"FINAL",2003,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",1871,100.6
"FINAL",2003,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","INLAND",51602,75.1
"FINAL",2003,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","PARTY/CHARTER BOAT","INLAND",1084,101.8
"FINAL",2003,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",10658,67.2
"FINAL",2003,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",1520,78.3
"FINAL",2003,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",46451,53.1
"FINAL",2003,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",3758,72.7
"FINAL",2003,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","SHORE","INLAND",7089,53.2
"FINAL",2003,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (<= 3 MI)",640,68.2
"FINAL",2003,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PARTY/CHARTER BOAT","OCEAN (> 3 MI)",1894,99.2
"FINAL",2003,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",13910,46.4
"FINAL",2003,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",1147,97.5
"FINAL",2003,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",6404,49.3
"FINAL",2003,"NOVEMBER/DECEMBER","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",1227,90.9
"FINAL",2004,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","SHORE","INLAND",2619,96.8
"FINAL",2004,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","PARTY BOAT","INLAND",156,89.8
"FINAL",2004,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","CHARTER BOAT","INLAND",4196,84.6
"FINAL",2004,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",195227,33.2
"FINAL",2004,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",35485,52.7
"FINAL",2004,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",1235,101.9
"FINAL",2004,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",116843,60.6
"FINAL",2004,"MAY/JUNE","NEW HAMPSHIRE","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",144,102.2
"FINAL",2004,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",45660,70.3
"FINAL",2004,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","SHORE","INLAND",13024,80.2
"FINAL",2004,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PARTY BOAT","OCEAN (<= 3 MI)",8369,15.1
"FINAL",2004,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PARTY BOAT","OCEAN (> 3 MI)",678,87.7
"FINAL",2004,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","CHARTER BOAT","OCEAN (> 3 MI)",155,98.1
"FINAL",2004,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",296487,26.6
"FINAL",2004,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",38441,53.1
"FINAL",2004,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",32236,42.7
"FINAL",2004,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","SHORE","INLAND",85026,64.6
"FINAL",2004,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","PARTY BOAT","INLAND",38,93.6
"FINAL",2004,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","CHARTER BOAT","INLAND",5254,86.6
"FINAL",2004,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",734404,24.7
"FINAL",2004,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","INLAND",26171,74.8
"FINAL",2004,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PARTY BOAT","INLAND",975,83.5
"FINAL",2004,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",260386,50.5
